health,active_weapon,has_helmet,flash_max_alpha,place,spotted,armor,side,velocity_X,Y,velocity_Z,X,Z,velocity_Y,tick,steamid,name,round_num
100,1524631,false,255.0,CTSpawn,false,0,ct,0.0,-1976.0,0.0,-1656.0,-267.4583,0.0,1021,76561198067722198,luchov,1
100,10765173,false,255.0,CTSpawn,false,0,ct,0.0,-1800.0,0.0,-1656.0,-267.20642,0.0,1021,76561198195642865,meyern,1
100,5784433,false,255.0,TSpawn,false,0,t,0.0,-307.0,0.0,1216.0,-164.81482,0.0,1021,76561198036125584,Jame,1
100,1672082,false,255.0,TSpawn,false,0,t,0.0,32.0,0.0,1296.0,-167.96875,0.0,1022,76561198356252021,slaxejezzz,1
100,6177633,false,255.0,CTSpawn,false,0,ct,0.0,-1800.0,0.0,-1776.0,-263.96875,0.0,1022,76561198319723208,HUASOPEEK,1
100,12829599,false,255.0,TSpawn,false,0,t,0.0,32.0,0.0,1136.0,-164.78845,0.0,1022,76561198210626739,zweih,1
100,8422311,false,255.0,CTSpawn,false,0,ct,0.0,-1976.0,0.0,-1776.0,-263.96875,0.0,1022,76561198242950384,max,1
100,11977526,false,255.0,TSpawn,false,0,t,0.0,-64.0,0.0,1136.0,-164.49915,0.0,1022,76561198028292758,HObbit,1
100,14025626,false,255.0,TSpawn,false,0,t,0.0,-160.0,0.0,1136.0,-164.43054,0.0,1022,76561198141272052,xiELO,1
100,5718861,false,255.0,CTSpawn,false,0,ct,0.0,-1896.0,0.0,-1720.0,-267.6023,0.0,1022,76561198216891576,dgt,1
100,1524631,false,255.0,CTSpawn,false,0,ct,0.0,-1976.0,0.0,-1656.0,-267.4583,0.0,1022,76561198067722198,luchov,1
100,10765173,false,255.0,CTSpawn,false,0,ct,0.0,-1800.0,0.0,-1656.0,-267.20642,0.0,1022,76561198195642865,meyern,1
100,5784433,false,255.0,TSpawn,false,0,t,0.0,-307.0,0.0,1216.0,-164.81482,0.0,1022,76561198036125584,Jame,1
100,1672082,false,255.0,TSpawn,false,0,t,0.0,32.0,0.0,1296.0,-167.96875,0.0,1023,76561198356252021,slaxejezzz,1
100,6177633,false,255.0,CTSpawn,false,0,ct,0.0,-1800.0,0.0,-1776.0,-263.96875,0.0,1023,76561198319723208,HUASOPEEK,1
100,12829599,false,255.0,TSpawn,false,0,t,0.0,32.0,0.0,1136.0,-164.78845,0.0,1023,76561198210626739,zweih,1
100,8422311,false,255.0,CTSpawn,false,0,ct,0.0,-1976.0,0.0,-1776.0,-263.96875,0.0,1023,76561198242950384,max,1
100,11977526,false,255.0,TSpawn,false,0,t,0.0,-64.0,0.0,1136.0,-164.49915,0.0,1023,76561198028292758,HObbit,1
100,14025626,false,255.0,TSpawn,false,0,t,0.0,-160.0,0.0,1136.0,-164.43054,0.0,1023,76561198141272052,xiELO,1
100,5718861,false,255.0,CTSpawn,false,0,ct,0.0,-1896.0,0.0,-1720.0,-267.6023,0.0,1023,76561198216891576,dgt,1
100,1524631,false,255.0,CTSpawn,false,0,ct,0.0,-1976.0,0.0,-1656.0,-267.4583,0.0,1023,76561198067722198,luchov,1
100,10765173,false,255.0,CTSpawn,false,0,ct,0.0,-1800.0,0.0,-1656.0,-267.20642,0.0,1023,76561198195642865,meyern,1
100,5784433,false,255.0,TSpawn,false,0,t,0.0,-307.0,0.0,1216.0,-164.81482,0.0,1023,76561198036125584,Jame,1
100,1672082,false,255.0,TSpawn,false,0,t,0.0,32.0,0.0,1296.0,-167.96875,0.0,1024,76561198356252021,slaxejezzz,1
100,6177633,false,255.0,CTSpawn,false,0,ct,0.0,-1800.0,0.0,-1776.0,-263.96875,0.0,1024,76561198319723208,HUASOPEEK,1
100,12829599,false,255.0,TSpawn,false,0,t,0.0,32.0,0.0,1136.0,-164.78845,0.0,1024,76561198210626739,zweih,1
100,8422311,false,255.0,CTSpawn,false,0,ct,0.0,-1976.0,0.0,-1776.0,-263.96875,0.0,1024,76561198242950384,max,1
100,11977526,false,255.0,TSpawn,false,0,t,0.0,-64.0,0.0,1136.0,-164.49915,0.0,1024,76561198028292758,HObbit,1
100,14025626,false,255.0,TSpawn,false,0,t,0.0,-160.0,0.0,1136.0,-164.43054,0.0,1024,76561198141272052,xiELO,1
100,5718861,false,255.0,CTSpawn,false,0,ct,0.0,-1896.0,0.0,-1720.0,-267.6023,0.0,1024,76561198216891576,dgt,1
100,1524631,false,255.0,CTSpawn,false,0,ct,0.0,-1976.0,0.0,-1656.0,-267.4583,0.0,1024,76561198067722198,luchov,1
100,10765173,false,255.0,CTSpawn,false,0,ct,0.0,-1800.0,0.0,-1656.0,-267.20642,0.0,1024,76561198195642865,meyern,1
100,5784433,false,255.0,TSpawn,false,0,t,0.0,-307.0,0.0,1216.0,-164.81482,0.0,1024,76561198036125584,Jame,1
100,1672082,false,255.0,TSpawn,false,0,t,0.0,32.0,0.0,1296.0,-167.96875,0.0,1025,76561198356252021,slaxejezzz,1
100,6177633,false,255.0,CTSpawn,false,0,ct,0.0,-1800.0,0.0,-1776.0,-263.96875,0.0,1025,76561198319723208,HUASOPEEK,1
100,12829599,false,255.0,TSpawn,false,0,t,0.0,32.0,0.0,1136.0,-164.78845,0.0,1025,76561198210626739,zweih,1
100,8422311,false,255.0,CTSpawn,false,0,ct,0.0,-1976.0,0.0,-1776.0,-263.96875,0.0,1025,76561198242950384,max,1
100,11977526,false,255.0,TSpawn,false,0,t,0.0,-64.0,0.0,1136.0,-164.49915,0.0,1025,76561198028292758,HObbit,1
100,14025626,false,255.0,TSpawn,false,0,t,0.0,-160.0,0.0,1136.0,-164.43054,0.0,1025,76561198141272052,xiELO,1
100,5718861,false,255.0,CTSpawn,false,0,ct,0.0,-1896.0,0.0,-1720.0,-267.6023,0.0,1025,76561198216891576,dgt,1
100,1524631,false,255.0,CTSpawn,false,0,ct,0.0,-1976.0,0.0,-1656.0,-267.4583,0.0,1025,76561198067722198,luchov,1
100,10765173,false,255.0,CTSpawn,false,0,ct,0.0,-1800.0,0.0,-1656.0,-267.20642,0.0,1025,76561198195642865,meyern,1
100,5784433,false,255.0,TSpawn,false,0,t,0.0,-307.0,0.0,1216.0,-164.81482,0.0,1025,76561198036125584,Jame,1
100,1672082,false,255.0,TSpawn,false,0,t,0.0,32.0,0.0,1296.0,-167.96875,0.0,1026,76561198356252021,slaxejezzz,1
100,6177633,false,255.0,CTSpawn,false,0,ct,0.0,-1800.0,0.0,-1776.0,-263.96875,0.0,1026,76561198319723208,HUASOPEEK,1
100,12829599,false,255.0,TSpawn,false,0,t,0.0,32.0,0.0,1136.0,-164.78845,0.0,1026,76561198210626739,zweih,1
100,8422311,false,255.0,CTSpawn,false,0,ct,0.0,-1976.0,0.0,-1776.0,-263.96875,0.0,1026,76561198242950384,max,1
100,11977526,false,255.0,TSpawn,false,0,t,0.0,-64.0,0.0,1136.0,-164.49915,0.0,1026,76561198028292758,HObbit,1
100,14025626,false,255.0,TSpawn,false,0,t,0.0,-160.0,0.0,1136.0,-164.43054,0.0,1026,76561198141272052,xiELO,1
100,5718861,false,255.0,CTSpawn,false,0,ct,0.0,-1896.0,0.0,-1720.0,-267.6023,0.0,1026,76561198216891576,dgt,1
100,1524631,false,255.0,CTSpawn,false,0,ct,0.0,-1976.0,0.0,-1656.0,-267.4583,0.0,1026,76561198067722198,luchov,1
100,10765173,false,255.0,CTSpawn,false,0,ct,0.0,-1800.0,0.0,-1656.0,-267.20642,0.0,1026,76561198195642865,meyern,1
100,5784433,false,255.0,TSpawn,false,0,t,0.0,-307.0,0.0,1216.0,-164.81482,0.0,1026,76561198036125584,Jame,1
